source_id,source_label,field_ids,description,semantic_function,semantic_function_label,value_type,current_path,proposed_path,report_domain,acquisition_type,report_concept,flags,raw_columns_sample,ukb_showcase_urls
eye_brain_ukb42577,Eye-brain ukb42577,25754,"rfMRI component amplitudes, dimension 25",device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI derived phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI derived phenotypes,Brain and neuroimaging,Bulk image/file ID,Brain MRI derived phenotypes,device_qc_integrated_under_domain,eye_brain_ukb42577:25754-2.0; eye_brain_ukb42577:25754-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25754
eye_brain_ukb42577,Eye-brain ukb42577,25751,"rfMRI full correlation matrix, dimension 100",device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI derived phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI derived phenotypes,Brain and neuroimaging,Bulk image/file ID,Brain MRI derived phenotypes,device_qc_integrated_under_domain,eye_brain_ukb42577:25751-2.0; eye_brain_ukb42577:25751-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25751
eye_brain_ukb42577,Eye-brain ukb42577,25750,"rfMRI full correlation matrix, dimension 25",device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI derived phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI derived phenotypes,Brain and neuroimaging,Bulk image/file ID,Brain MRI derived phenotypes,device_qc_integrated_under_domain,eye_brain_ukb42577:25750-2.0; eye_brain_ukb42577:25750-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25750
eye_brain_ukb42577,Eye-brain ukb42577,25753,"rfMRI partial correlation matrix, dimension 100",device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI derived phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI derived phenotypes,Brain and neuroimaging,Bulk image/file ID,Brain MRI derived phenotypes,device_qc_integrated_under_domain,eye_brain_ukb42577:25753-2.0; eye_brain_ukb42577:25753-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25753
eye_brain_ukb42577,Eye-brain ukb42577,25752,"rfMRI partial correlation matrix, dimension 25",device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI derived phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI derived phenotypes,Brain and neuroimaging,Bulk image/file ID,Brain MRI derived phenotypes,device_qc_integrated_under_domain,eye_brain_ukb42577:25752-2.0; eye_brain_ukb42577:25752-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25752
eye_brain_ukb42577,Eye-brain ukb42577,20225,Functional brain images - resting - DICOM,device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI image files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,Brain and neuroimaging,Bulk image/file ID,Brain MRI image files,device_qc_integrated_under_domain,eye_brain_ukb42577:20225-2.0; eye_brain_ukb42577:20225-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20225
eye_brain_ukb42577,Eye-brain ukb42577,20227,Functional brain images - resting - NIFTI,device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI image files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,Brain and neuroimaging,Bulk image/file ID,Brain MRI image files,device_qc_integrated_under_domain,eye_brain_ukb42577:20227-2.0; eye_brain_ukb42577:20227-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20227
eye_brain_ukb42577,Eye-brain ukb42577,20217,Functional brain images - task - DICOM,device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI image files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,Brain and neuroimaging,Bulk image/file ID,Brain MRI image files,device_qc_integrated_under_domain,eye_brain_ukb42577:20217-2.0; eye_brain_ukb42577:20217-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20217
eye_brain_ukb42577,Eye-brain ukb42577,20249,Functional brain images - task - NIFTI,device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI image files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,Brain and neuroimaging,Bulk image/file ID,Brain MRI image files,device_qc_integrated_under_domain,eye_brain_ukb42577:20249-2.0; eye_brain_ukb42577:20249-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20249
eye_brain_ukb42577,Eye-brain ukb42577,20218,Multiband diffusion brain images - DICOM,device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI image files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,Brain and neuroimaging,Bulk image/file ID,Brain MRI image files,device_qc_integrated_under_domain,eye_brain_ukb42577:20218-2.0; eye_brain_ukb42577:20218-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20218
eye_brain_ukb42577,Eye-brain ukb42577,20250,Multiband diffusion brain images - NIFTI,device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI image files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,Brain and neuroimaging,Bulk image/file ID,Brain MRI image files,device_qc_integrated_under_domain,eye_brain_ukb42577:20250-2.0; eye_brain_ukb42577:20250-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20250
eye_brain_ukb42577,Eye-brain ukb42577,20224,Phoenix - DICOM,device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI image files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,Brain and neuroimaging,Bulk image/file ID,Brain MRI image files,device_qc_integrated_under_domain,eye_brain_ukb42577:20224-2.0; eye_brain_ukb42577:20224-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20224
eye_brain_ukb42577,Eye-brain ukb42577,20215,Scout images for brain scans - DICOM,device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI image files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,Brain and neuroimaging,Bulk image/file ID,Brain MRI image files,device_qc_integrated_under_domain,eye_brain_ukb42577:20215-2.0; eye_brain_ukb42577:20215-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20215
eye_brain_ukb42577,Eye-brain ukb42577,20219,Susceptibility weighted brain images - DICOM,device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI image files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,Brain and neuroimaging,Bulk image/file ID,Brain MRI image files,device_qc_integrated_under_domain,eye_brain_ukb42577:20219-2.0; eye_brain_ukb42577:20219-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20219
eye_brain_ukb42577,Eye-brain ukb42577,20251,Susceptibility weighted brain images - NIFTI,device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI image files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,Brain and neuroimaging,Bulk image/file ID,Brain MRI image files,device_qc_integrated_under_domain,eye_brain_ukb42577:20251-2.0; eye_brain_ukb42577:20251-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20251
eye_brain_ukb42577,Eye-brain ukb42577,20252,T1 structural brain images - NIFTI,device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI image files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,Brain and neuroimaging,Bulk image/file ID,Brain MRI image files,device_qc_integrated_under_domain,eye_brain_ukb42577:20252-2.0; eye_brain_ukb42577:20252-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20252
eye_brain_ukb42577,Eye-brain ukb42577,20253,T2 FLAIR structural brain images - NIFTI,device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI image files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,Brain and neuroimaging,Bulk image/file ID,Brain MRI image files,device_qc_integrated_under_domain,eye_brain_ukb42577:20253-2.0; eye_brain_ukb42577:20253-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20253
eye_brain_ukb42577,Eye-brain ukb42577,25781,Total volume of white matter hyperintensities (from T1 and T2_FLAIR images),device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI image files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,Brain and neuroimaging,Bulk image/file ID,Brain MRI image files,device_qc_integrated_under_domain,eye_brain_ukb42577:25781-2.0; eye_brain_ukb42577:25781-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25781
eye_brain_ukb42577,Eye-brain ukb42577,25744,Inverted temporal signal-to-noise ratio in artefact-cleaned pre-processed rfMRI,device_or_qc,Device/QC metadata,ID/file-like,Eye-brain ukb42577 > Imaging data > Brain MRI > Diffusion MRI tract phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Diffusion MRI tract phenotypes,Brain and neuroimaging,Bulk image/file ID,Diffusion MRI tract phenotypes,device_qc_integrated_under_domain,eye_brain_ukb42577:25744-2.0; eye_brain_ukb42577:25744-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25744
eye_brain_ukb42577,Eye-brain ukb42577,12139,Believed safe to perform brain MRI scan,device_or_qc,Device/QC metadata,categorical,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI derived phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Device/QC metadata > Brain MRI derived phenotypes,Brain and neuroimaging,Device/QC metadata,Brain MRI derived phenotypes,device_qc_integrated_under_domain,eye_brain_ukb42577:12139-2.0; eye_brain_ukb42577:12139-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=12139
eye_brain_ukb42577,Eye-brain ukb42577,12188,Operator indicated brain MRI measurement completed,device_or_qc,Device/QC metadata,categorical,Eye-brain ukb42577 > Imaging data > Brain MRI > Brain MRI derived phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Device/QC metadata > Brain MRI derived phenotypes,Brain and neuroimaging,Device/QC metadata,Brain MRI derived phenotypes,device_qc_integrated_under_domain,eye_brain_ukb42577:12188-2.0; eye_brain_ukb42577:12188-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=12188
eye_brain_ukb42577,Eye-brain ukb42577,12187,Brain MRI measuring method,device_or_qc,Device/QC metadata,categorical,Eye-brain ukb42577 > Imaging data > Brain MRI > Diffusion MRI tract phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Device/QC metadata > Diffusion MRI tract phenotypes,Brain and neuroimaging,Device/QC metadata,Diffusion MRI tract phenotypes,device_qc_integrated_under_domain,eye_brain_ukb42577:12187-2.0; eye_brain_ukb42577:12187-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=12187
eye_brain_ukb42577,Eye-brain ukb42577,36,Blood pressure device ID,device_or_qc,Device/QC metadata,text,Eye-brain ukb42577 > Physical measurements data > Blood pressure and pulse,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Blood pressure and pulse,Cardiometabolic physical measures,Device/QC metadata,Blood pressure and pulse,device_qc_integrated_under_domain,eye_brain_ukb42577:36-0.0; eye_brain_ukb42577:36-1.0; eye_brain_ukb42577:36-2.0; eye_brain_ukb42577:36-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=36
eye_brain_ukb42577,Eye-brain ukb42577,37,Blood pressure manual sphygmomanometer device ID,device_or_qc,Device/QC metadata,text,Eye-brain ukb42577 > Physical measurements data > Blood pressure and pulse,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Blood pressure and pulse,Cardiometabolic physical measures,Device/QC metadata,Blood pressure and pulse,device_qc_integrated_under_domain,eye_brain_ukb42577:37-0.0; eye_brain_ukb42577:37-1.0; eye_brain_ukb42577:37-2.0; eye_brain_ukb42577:37-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=37
eye_brain_ukb42577,Eye-brain ukb42577,4081,Method of measuring blood pressure,device_or_qc,Device/QC metadata,categorical,Eye-brain ukb42577 > Physical measurements data > Blood pressure and pulse,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Blood pressure and pulse,Cardiometabolic physical measures,Device/QC metadata,Blood pressure and pulse,device_qc_integrated_under_domain,eye_brain_ukb42577:4081-0.0; eye_brain_ukb42577:4081-0.1; eye_brain_ukb42577:4081-1.0; eye_brain_ukb42577:4081-1.1; eye_brain_ukb42577:4081-2.0; eye_brain_ukb42577:4081-2.1; eye_brain_ukb42577:4081-3.0; eye_brain_ukb42577:4081-3.1,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=4081
eye_brain_ukb42577,Eye-brain ukb42577,96,Time since interview start at which blood pressure screen(s) shown,device_or_qc,Device/QC metadata,integer,Eye-brain ukb42577 > Physical measurements data > Blood pressure and pulse,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Blood pressure and pulse,Cardiometabolic physical measures,Device/QC metadata,Blood pressure and pulse,device_qc_integrated_under_domain,eye_brain_ukb42577:96-0.0; eye_brain_ukb42577:96-0.1; eye_brain_ukb42577:96-1.0; eye_brain_ukb42577:96-1.1; eye_brain_ukb42577:96-2.0; eye_brain_ukb42577:96-2.1; eye_brain_ukb42577:96-3.0; eye_brain_ukb42577:96-3.1,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=96
eye_brain_ukb42577,Eye-brain ukb42577,39,Height measure device ID,device_or_qc,Device/QC metadata,text,Eye-brain ukb42577 > Physical measurements data > Body size and anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Body size and anthropometry,Cardiometabolic physical measures,Device/QC metadata,Body size and anthropometry,device_qc_integrated_under_domain,eye_brain_ukb42577:39-0.0; eye_brain_ukb42577:39-1.0; eye_brain_ukb42577:39-2.0; eye_brain_ukb42577:39-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=39
eye_brain_ukb42577,Eye-brain ukb42577,21,Weight method,device_or_qc,Device/QC metadata,categorical,Eye-brain ukb42577 > Physical measurements data > Body size and anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Body size and anthropometry,Cardiometabolic physical measures,Device/QC metadata,Body size and anthropometry,device_qc_integrated_under_domain,eye_brain_ukb42577:21-0.0; eye_brain_ukb42577:21-1.0; eye_brain_ukb42577:21-2.0; eye_brain_ukb42577:21-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21
eye_brain_ukb42577,Eye-brain ukb42577,20046,Reason for skipping hip measurement,missing_note,Missing/failure note,categorical,Eye-brain ukb42577 > Physical measurements data > Body size and anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Missing/failure note > Body size and anthropometry,Cardiometabolic physical measures,Missing/failure note,Body size and anthropometry,missing_note_integrated_under_domain,eye_brain_ukb42577:20046-0.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20046
eye_brain_ukb42577,Eye-brain ukb42577,20048,Reason for skipping sitting height,missing_note,Missing/failure note,categorical,Eye-brain ukb42577 > Physical measurements data > Body size and anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Missing/failure note > Body size and anthropometry,Cardiometabolic physical measures,Missing/failure note,Body size and anthropometry,missing_note_integrated_under_domain,eye_brain_ukb42577:20048-0.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20048
eye_brain_ukb42577,Eye-brain ukb42577,20047,Reason for skipping standing height,missing_note,Missing/failure note,categorical,Eye-brain ukb42577 > Physical measurements data > Body size and anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Missing/failure note > Body size and anthropometry,Cardiometabolic physical measures,Missing/failure note,Body size and anthropometry,missing_note_integrated_under_domain,eye_brain_ukb42577:20047-0.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20047
eye_brain_ukb42577,Eye-brain ukb42577,20045,Reason for skipping waist,missing_note,Missing/failure note,categorical,Eye-brain ukb42577 > Physical measurements data > Body size and anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Missing/failure note > Body size and anthropometry,Cardiometabolic physical measures,Missing/failure note,Body size and anthropometry,missing_note_integrated_under_domain,eye_brain_ukb42577:20045-0.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20045
eye_brain_ukb42577,Eye-brain ukb42577,20041,Reason for skipping weight,missing_note,Missing/failure note,categorical,Eye-brain ukb42577 > Physical measurements data > Body size and anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Missing/failure note > Body size and anthropometry,Cardiometabolic physical measures,Missing/failure note,Body size and anthropometry,missing_note_integrated_under_domain,eye_brain_ukb42577:20041-0.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20041
eye_brain_ukb42577,Eye-brain ukb42577,20014,Method of recording time when operation occurred,primary,Primary data,categorical,Eye-brain ukb42577 > Data management,Eye-brain ukb42577 > Clinical outcomes and disease history > Linked health record > Operation history,Clinical outcomes and disease history,Linked health record,Operation history,reviewed_override;legacy_generic_top_replaced;requested_category_not_tree_driver;check_metadata_visible_text,eye_brain_ukb42577:20014-0.0; eye_brain_ukb42577:20014-0.1; eye_brain_ukb42577:20014-0.2; eye_brain_ukb42577:20014-0.3; eye_brain_ukb42577:20014-0.4; eye_brain_ukb42577:20014-0.5; eye_brain_ukb42577:20014-0.6; eye_brain_ukb42577:20014-0.7; eye_brain_ukb42577:20014-0.8; eye_brain_ukb42577:20014-0.9; eye_brain_ukb42577:20014-0.10; eye_brain_ukb42577:20014-0.11; ...,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20014
eye_brain_ukb42577,Eye-brain ukb42577,190,Reason lost to follow-up,missing_note,Missing/failure note,categorical,Eye-brain ukb42577 > Health records data > Follow-up / censoring time,Eye-brain ukb42577 > Clinical outcomes and disease history > Missing/failure note > Follow-up / censoring time,Clinical outcomes and disease history,Missing/failure note,Follow-up / censoring time,missing_note_integrated_under_domain,eye_brain_ukb42577:190-0.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=190
eye_brain_ukb42577,Eye-brain ukb42577,3627,Age angina diagnosed,primary,Primary data,integer,Eye-brain ukb42577 > Questionnaire data > Self-reported medical history > Self-reported diagnosis/procedure history,Eye-brain ukb42577 > Clinical outcomes and disease history > Questionnaire/self-report > Cardiometabolic disease history,Clinical outcomes and disease history,Questionnaire/self-report,Cardiometabolic disease history,legacy_generic_top_replaced;requested_category_not_tree_driver;questionnaire_nested_by_biology,eye_brain_ukb42577:3627-0.0; eye_brain_ukb42577:3627-1.0; eye_brain_ukb42577:3627-2.0; eye_brain_ukb42577:3627-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=3627
eye_brain_ukb42577,Eye-brain ukb42577,2976,Age diabetes diagnosed,primary,Primary data,integer,Eye-brain ukb42577 > Questionnaire data > Self-reported medical history > Self-reported diagnosis/procedure history,Eye-brain ukb42577 > Clinical outcomes and disease history > Questionnaire/self-report > Cardiometabolic disease history,Clinical outcomes and disease history,Questionnaire/self-report,Cardiometabolic disease history,legacy_generic_top_replaced;requested_category_not_tree_driver;questionnaire_nested_by_biology,eye_brain_ukb42577:2976-0.0; eye_brain_ukb42577:2976-1.0; eye_brain_ukb42577:2976-2.0; eye_brain_ukb42577:2976-3.0,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2976
